kode_provinsi,nama_provinsi,tingkat_pendidikan,kelompok_usia,jumlah_guru
71,"Prov. Sulawesi Utara","SD","56 ke atas",2820
71,"Prov. Sulawesi Utara","SMP","30 ke bawah",659
71,"Prov. Sulawesi Utara","SMP","31 - 35",731
71,"Prov. Sulawesi Utara","SMP","36 - 40",867
71,"Prov. Sulawesi Utara","SMP","41 - 45",1454
71,"Prov. Sulawesi Utara","SMP","46 - 50",1956
71,"Prov. Sulawesi Utara","SMP","51 - 55",1656
71,"Prov. Sulawesi Utara","SMP","56 ke atas",772
71,"Prov. Sulawesi Utara","SMA","30 ke bawah",321
71,"Prov. Sulawesi Utara","SMA","31 - 35",367
71,"Prov. Sulawesi Utara","SMA","36 - 40",452
71,"Prov. Sulawesi Utara","SMA","41 - 45",649
71,"Prov. Sulawesi Utara","SMA","46 - 50",840
71,"Prov. Sulawesi Utara","SMA","51 - 55",713
71,"Prov. Sulawesi Utara","SMA","56 ke atas",249
71,"Prov. Sulawesi Utara","SMK","30 ke bawah",201
71,"Prov. Sulawesi Utara","SMK","31 - 35",236
71,"Prov. Sulawesi Utara","SMK","36 - 40",251
71,"Prov. Sulawesi Utara","SMK","41 - 45",400
71,"Prov. Sulawesi Utara","SMK","46 - 50",468
71,"Prov. Sulawesi Utara","SMK","51 - 55",341
71,"Prov. Sulawesi Utara","SMK","56 ke atas",129
71,"Prov. Sulawesi Utara","SLB","30 ke bawah",4
71,"Prov. Sulawesi Utara","SLB","31 - 35",11
71,"Prov. Sulawesi Utara","SLB","36 - 40",20
71,"Prov. Sulawesi Utara","SLB","41 - 45",18
71,"Prov. Sulawesi Utara","SLB","46 - 50",27
71,"Prov. Sulawesi Utara","SLB","51 - 55",7
71,"Prov. Sulawesi Utara","SLB","56 ke atas",5
72,"Prov. Sulawesi Tengah","TK","30 ke bawah",778
72,"Prov. Sulawesi Tengah","TK","31 - 35",670
72,"Prov. Sulawesi Tengah","TK","36 - 40",706
72,"Prov. Sulawesi Tengah","TK","41 - 45",888
72,"Prov. Sulawesi Tengah","TK","46 - 50",547
72,"Prov. Sulawesi Tengah","TK","51 - 55",236
72,"Prov. Sulawesi Tengah","TK","56 ke atas",162
72,"Prov. Sulawesi Tengah","SD","30 ke bawah",4249
72,"Prov. Sulawesi Tengah","SD","31 - 35",2903
72,"Prov. Sulawesi Tengah","SD","36 - 40",2601
72,"Prov. Sulawesi Tengah","SD","41 - 45",5767
72,"Prov. Sulawesi Tengah","SD","46 - 50",4962
72,"Prov. Sulawesi Tengah","SD","51 - 55",2492
72,"Prov. Sulawesi Tengah","SD","56 ke atas",1811
72,"Prov. Sulawesi Tengah","SMP","30 ke bawah",544
72,"Prov. Sulawesi Tengah","SMP","31 - 35",877
72,"Prov. Sulawesi Tengah","SMP","36 - 40",1037
72,"Prov. Sulawesi Tengah","SMP","41 - 45",1815
72,"Prov. Sulawesi Tengah","SMP","46 - 50",1619
72,"Prov. Sulawesi Tengah","SMP","51 - 55",739
72,"Prov. Sulawesi Tengah","SMP","56 ke atas",268
72,"Prov. Sulawesi Tengah","SMA","30 ke bawah",318
72,"Prov. Sulawesi Tengah","SMA","31 - 35",513
72,"Prov. Sulawesi Tengah","SMA","36 - 40",562
72,"Prov. Sulawesi Tengah","SMA","41 - 45",647
72,"Prov. Sulawesi Tengah","SMA","46 - 50",670
72,"Prov. Sulawesi Tengah","SMA","51 - 55",262
72,"Prov. Sulawesi Tengah","SMA","56 ke atas",99
72,"Prov. Sulawesi Tengah","SMK","30 ke bawah",233
72,"Prov. Sulawesi Tengah","SMK","31 - 35",362
72,"Prov. Sulawesi Tengah","SMK","36 - 40",319
72,"Prov. Sulawesi Tengah","SMK","41 - 45",346
72,"Prov. Sulawesi Tengah","SMK","46 - 50",329
72,"Prov. Sulawesi Tengah","SMK","51 - 55",143
72,"Prov. Sulawesi Tengah","SMK","56 ke atas",49
72,"Prov. Sulawesi Tengah","SLB","30 ke bawah",1
72,"Prov. Sulawesi Tengah","SLB","31 - 35",3
72,"Prov. Sulawesi Tengah","SLB","36 - 40",7
72,"Prov. Sulawesi Tengah","SLB","41 - 45",18
72,"Prov. Sulawesi Tengah","SLB","46 - 50",27
72,"Prov. Sulawesi Tengah","SLB","51 - 55",4
72,"Prov. Sulawesi Tengah","SLB","56 ke atas",2
73,"Prov. Sulawesi Selatan","TK","30 ke bawah",2976
73,"Prov. Sulawesi Selatan","TK","31 - 35",2520
73,"Prov. Sulawesi Selatan","TK","36 - 40",2376
73,"Prov. Sulawesi Selatan","TK","41 - 45",2046
73,"Prov. Sulawesi Selatan","TK","46 - 50",1282
73,"Prov. Sulawesi Selatan","TK","51 - 55",606
73,"Prov. Sulawesi Selatan","TK","56 ke atas",356
73,"Prov. Sulawesi Selatan","SD","30 ke bawah",14289
73,"Prov. Sulawesi Selatan","SD","31 - 35",7815
73,"Prov. Sulawesi Selatan","SD","36 - 40",6485
73,"Prov. Sulawesi Selatan","SD","41 - 45",11133
73,"Prov. Sulawesi Selatan","SD","46 - 50",11515
73,"Prov. Sulawesi Selatan","SD","51 - 55",8223
73,"Prov. Sulawesi Selatan","SD","56 ke atas",5833
73,"Prov. Sulawesi Selatan","SMP","30 ke bawah",2532
73,"Prov. Sulawesi Selatan","SMP","31 - 35",3146
73,"Prov. Sulawesi Selatan","SMP","36 - 40",3141
73,"Prov. Sulawesi Selatan","SMP","41 - 45",4903
73,"Prov. Sulawesi Selatan","SMP","46 - 50",4875
73,"Prov. Sulawesi Selatan","SMP","51 - 55",2984
73,"Prov. Sulawesi Selatan","SMP","56 ke atas",1449
73,"Prov. Sulawesi Selatan","SMA","30 ke bawah",1121
73,"Prov. Sulawesi Selatan","SMA","31 - 35",1532
73,"Prov. Sulawesi Selatan","SMA","36 - 40",1623
73,"Prov. Sulawesi Selatan","SMA","41 - 45",2180
73,"Prov. Sulawesi Selatan","SMA","46 - 50",2107
73,"Prov. Sulawesi Selatan","SMA","51 - 55",1794
73,"Prov. Sulawesi Selatan","SMA","56 ke atas",923
73,"Prov. Sulawesi Selatan","SMK","30 ke bawah",642
73,"Prov. Sulawesi Selatan","SMK","31 - 35",928
73,"Prov. Sulawesi Selatan","SMK","36 - 40",831
73,"Prov. Sulawesi Selatan","SMK","41 - 45",845
73,"Prov. Sulawesi Selatan","SMK","46 - 50",1004
73,"Prov. Sulawesi Selatan","SMK","51 - 55",905
73,"Prov. Sulawesi Selatan","SMK","56 ke atas",354
73,"Prov. Sulawesi Selatan","SLB","30 ke bawah",5
73,"Prov. Sulawesi Selatan","SLB","31 - 35",6
73,"Prov. Sulawesi Selatan","SLB","36 - 40",30
73,"Prov. Sulawesi Selatan","SLB","41 - 45",76
73,"Prov. Sulawesi Selatan","SLB","46 - 50",163
73,"Prov. Sulawesi Selatan","SLB","51 - 55",36
73,"Prov. Sulawesi Selatan","SLB","56 ke atas",10
74,"Prov. Sulawesi Tenggara","TK","30 ke bawah",1487
74,"Prov. Sulawesi Tenggara","TK","31 - 35",918
74,"Prov. Sulawesi Tenggara","TK","36 - 40",782
74,"Prov. Sulawesi Tenggara","TK","41 - 45",736
74,"Prov. Sulawesi Tenggara","TK","46 - 50",434
74,"Prov. Sulawesi Tenggara","TK","51 - 55",277
74,"Prov. Sulawesi Tenggara","TK","56 ke atas",167
74,"Prov. Sulawesi Tenggara","SD","30 ke bawah",5957
74,"Prov. Sulawesi Tenggara","SD","31 - 35",2929
74,"Prov. Sulawesi Tenggara","SD","36 - 40",2734
74,"Prov. Sulawesi Tenggara","SD","41 - 45",4279
74,"Prov. Sulawesi Tenggara","SD","46 - 50",3377
74,"Prov. Sulawesi Tenggara","SD","51 - 55",2824
74,"Prov. Sulawesi Tenggara","SD","56 ke atas",1888
74,"Prov. Sulawesi Tenggara","SMP","30 ke bawah",802
74,"Prov. Sulawesi Tenggara","SMP","31 - 35",1146
74,"Prov. Sulawesi Tenggara","SMP","36 - 40",1625
74,"Prov. Sulawesi Tenggara","SMP","41 - 45",1900
74,"Prov. Sulawesi Tenggara","SMP","46 - 50",1329
74,"Prov. Sulawesi Tenggara","SMP","51 - 55",770
74,"Prov. Sulawesi Tenggara","SMP","56 ke atas",439
74,"Prov. Sulawesi Tenggara","SMA","30 ke bawah",471
74,"Prov. Sulawesi Tenggara","SMA","31 - 35",878
74,"Prov. Sulawesi Tenggara","SMA","36 - 40",1064
74,"Prov. Sulawesi Tenggara","SMA","41 - 45",959
74,"Prov. Sulawesi Tenggara","SMA","46 - 50",704
74,"Prov. Sulawesi Tenggara","SMA","51 - 55",281
74,"Prov. Sulawesi Tenggara","SMA","56 ke atas",129
74,"Prov. Sulawesi Tenggara","SMK","30 ke bawah",208
74,"Prov. Sulawesi Tenggara","SMK","31 - 35",358
74,"Prov. Sulawesi Tenggara","SMK","36 - 40",326
74,"Prov. Sulawesi Tenggara","SMK","41 - 45",258
74,"Prov. Sulawesi Tenggara","SMK","46 - 50",240
74,"Prov. Sulawesi Tenggara","SMK","51 - 55",91
74,"Prov. Sulawesi Tenggara","SMK","56 ke atas",56
74,"Prov. Sulawesi Tenggara","SLB","30 ke bawah",3
74,"Prov. Sulawesi Tenggara","SLB","31 - 35",4
74,"Prov. Sulawesi Tenggara","SLB","36 - 40",22
74,"Prov. Sulawesi Tenggara","SLB","41 - 45",36
74,"Prov. Sulawesi Tenggara","SLB","46 - 50",13
74,"Prov. Sulawesi Tenggara","SLB","51 - 55",6
74,"Prov. Sulawesi Tenggara","SLB","56 ke atas",3
75,"Prov. Gorontalo","TK","30 ke bawah",576
75,"Prov. Gorontalo","TK","31 - 35",441
75,"Prov. Gorontalo","TK","36 - 40",495
75,"Prov. Gorontalo","TK","41 - 45",504
75,"Prov. Gorontalo","TK","46 - 50",316
75,"Prov. Gorontalo","TK","51 - 55",88
75,"Prov. Gorontalo","TK","56 ke atas",33
75,"Prov. Gorontalo","SD","30 ke bawah",1731
75,"Prov. Gorontalo","SD","31 - 35",954
75,"Prov. Gorontalo","SD","36 - 40",1037
75,"Prov. Gorontalo","SD","41 - 45",1880
75,"Prov. Gorontalo","SD","46 - 50",1428
75,"Prov. Gorontalo","SD","51 - 55",921
75,"Prov. Gorontalo","SD","56 ke atas",1056
75,"Prov. Gorontalo","SMP","30 ke bawah",509
75,"Prov. Gorontalo","SMP","31 - 35",502
75,"Prov. Gorontalo","SMP","36 - 40",422
75,"Prov. Gorontalo","SMP","41 - 45",645
75,"Prov. Gorontalo","SMP","46 - 50",677
75,"Prov. Gorontalo","SMP","51 - 55",591
75,"Prov. Gorontalo","SMP","56 ke atas",158
75,"Prov. Gorontalo","SMA","30 ke bawah",175
75,"Prov. Gorontalo","SMA","31 - 35",225
75,"Prov. Gorontalo","SMA","36 - 40",201
75,"Prov. Gorontalo","SMA","41 - 45",236
75,"Prov. Gorontalo","SMA","46 - 50",197
75,"Prov. Gorontalo","SMA","51 - 55",192
75,"Prov. Gorontalo","SMA","56 ke atas",68
75,"Prov. Gorontalo","SMK","30 ke bawah",205
75,"Prov. Gorontalo","SMK","31 - 35",193
75,"Prov. Gorontalo","SMK","36 - 40",151
75,"Prov. Gorontalo","SMK","41 - 45",183
75,"Prov. Gorontalo","SMK","46 - 50",160
75,"Prov. Gorontalo","SMK","51 - 55",100
75,"Prov. Gorontalo","SMK","56 ke atas",34
75,"Prov. Gorontalo","SLB","30 ke bawah",7
75,"Prov. Gorontalo","SLB","31 - 35",1
75,"Prov. Gorontalo","SLB","36 - 40",2
75,"Prov. Gorontalo","SLB","41 - 45",4
75,"Prov. Gorontalo","SLB","46 - 50",7
75,"Prov. Gorontalo","SLB","51 - 55",3
75,"Prov. Gorontalo","SLB","56 ke atas",1
76,"Prov. Sulawesi Barat","TK","30 ke bawah",418
76,"Prov. Sulawesi Barat","TK","31 - 35",403
76,"Prov. Sulawesi Barat","TK","36 - 40",322
76,"Prov. Sulawesi Barat","TK","41 - 45",323
76,"Prov. Sulawesi Barat","TK","46 - 50",192
76,"Prov. Sulawesi Barat","TK","51 - 55",119
76,"Prov. Sulawesi Barat","TK","56 ke atas",40
76,"Prov. Sulawesi Barat","SD","30 ke bawah",2212
76,"Prov. Sulawesi Barat","SD","31 - 35",1797
76,"Prov. Sulawesi Barat","SD","36 - 40",1592
76,"Prov. Sulawesi Barat","SD","41 - 45",2195
76,"Prov. Sulawesi Barat","SD","46 - 50",1677
76,"Prov. Sulawesi Barat","SD","51 - 55",1041
76,"Prov. Sulawesi Barat","SD","56 ke atas",817
76,"Prov. Sulawesi Barat","SMP","30 ke bawah",538
76,"Prov. Sulawesi Barat","SMP","31 - 35",592
76,"Prov. Sulawesi Barat","SMP","36 - 40",549
76,"Prov. Sulawesi Barat","SMP","41 - 45",610
76,"Prov. Sulawesi Barat","SMP","46 - 50",470
76,"Prov. Sulawesi Barat","SMP","51 - 55",277
76,"Prov. Sulawesi Barat","SMP","56 ke atas",82
76,"Prov. Sulawesi Barat","SMA","30 ke bawah",159
76,"Prov. Sulawesi Barat","SMA","31 - 35",223
76,"Prov. Sulawesi Barat","SMA","36 - 40",200
76,"Prov. Sulawesi Barat","SMA","41 - 45",233
76,"Prov. Sulawesi Barat","SMA","46 - 50",151
76,"Prov. Sulawesi Barat","SMA","51 - 55",125
76,"Prov. Sulawesi Barat","SMA","56 ke atas",46
76,"Prov. Sulawesi Barat","SMK","30 ke bawah",135
76,"Prov. Sulawesi Barat","SMK","31 - 35",187
76,"Prov. Sulawesi Barat","SMK","36 - 40",147
76,"Prov. Sulawesi Barat","SMK","41 - 45",121
76,"Prov. Sulawesi Barat","SMK","46 - 50",79
76,"Prov. Sulawesi Barat","SMK","51 - 55",48
76,"Prov. Sulawesi Barat","SMK","56 ke atas",19
76,"Prov. Sulawesi Barat","SLB","30 ke bawah",
76,"Prov. Sulawesi Barat","SLB","31 - 35",4
76,"Prov. Sulawesi Barat","SLB","36 - 40",4
76,"Prov. Sulawesi Barat","SLB","41 - 45",11
76,"Prov. Sulawesi Barat","SLB","46 - 50",7
76,"Prov. Sulawesi Barat","SLB","51 - 55",2
76,"Prov. Sulawesi Barat","SLB","56 ke atas",
81,"Prov. Maluku","TK","30 ke bawah",319
81,"Prov. Maluku","TK","31 - 35",277
81,"Prov. Maluku","TK","36 - 40",221
81,"Prov. Maluku","TK","41 - 45",213
81,"Prov. Maluku","TK","46 - 50",174
81,"Prov. Maluku","TK","51 - 55",70
81,"Prov. Maluku","TK","56 ke atas",33
81,"Prov. Maluku","SD","30 ke bawah",2529
81,"Prov. Maluku","SD","31 - 35",2199
81,"Prov. Maluku","SD","36 - 40",1886
81,"Prov. Maluku","SD","41 - 45",4023
81,"Prov. Maluku","SD","46 - 50",3020
81,"Prov. Maluku","SD","51 - 55",1924
81,"Prov. Maluku","SD","56 ke atas",1434
81,"Prov. Maluku","SMP","30 ke bawah",632
81,"Prov. Maluku","SMP","31 - 35",760
81,"Prov. Maluku","SMP","36 - 40",734
81,"Prov. Maluku","SMP","41 - 45",982
81,"Prov. Maluku","SMP","46 - 50",1280
81,"Prov. Maluku","SMP","51 - 55",1011
81,"Prov. Maluku","SMP","56 ke atas",690
81,"Prov. Maluku","SMA","30 ke bawah",458
81,"Prov. Maluku","SMA","31 - 35",648
81,"Prov. Maluku","SMA","36 - 40",787
81,"Prov. Maluku","SMA","41 - 45",621
81,"Prov. Maluku","SMA","46 - 50",610
81,"Prov. Maluku","SMA","51 - 55",350
81,"Prov. Maluku","SMA","56 ke atas",191
81,"Prov. Maluku","SMK","30 ke bawah",207
81,"Prov. Maluku","SMK","31 - 35",273
81,"Prov. Maluku","SMK","36 - 40",277
81,"Prov. Maluku","SMK","41 - 45",186
81,"Prov. Maluku","SMK","46 - 50",155
81,"Prov. Maluku","SMK","51 - 55",134
81,"Prov. Maluku","SMK","56 ke atas",114
81,"Prov. Maluku","SLB","30 ke bawah",7
81,"Prov. Maluku","SLB","31 - 35",4
81,"Prov. Maluku","SLB","36 - 40",3
81,"Prov. Maluku","SLB","41 - 45",5
81,"Prov. Maluku","SLB","46 - 50",14
81,"Prov. Maluku","SLB","51 - 55",7
81,"Prov. Maluku","SLB","56 ke atas",4
82,"Prov. Maluku Utara","TK","30 ke bawah",402
82,"Prov. Maluku Utara","TK","31 - 35",211
82,"Prov. Maluku Utara","TK","36 - 40",248
82,"Prov. Maluku Utara","TK","41 - 45",120
82,"Prov. Maluku Utara","TK","46 - 50",91
82,"Prov. Maluku Utara","TK","51 - 55",38
82,"Prov. Maluku Utara","TK","56 ke atas",45
82,"Prov. Maluku Utara","SD","30 ke bawah",1959
82,"Prov. Maluku Utara","SD","31 - 35",1439
82,"Prov. Maluku Utara","SD","36 - 40",1136
82,"Prov. Maluku Utara","SD","41 - 45",1608
82,"Prov. Maluku Utara","SD","46 - 50",1133
82,"Prov. Maluku Utara","SD","51 - 55",825
82,"Prov. Maluku Utara","SD","56 ke atas",788
82,"Prov. Maluku Utara","SMP","30 ke bawah",512
82,"Prov. Maluku Utara","SMP","31 - 35",802
82,"Prov. Maluku Utara","SMP","36 - 40",554
82,"Prov. Maluku Utara","SMP","41 - 45",581
82,"Prov. Maluku Utara","SMP","46 - 50",417
82,"Prov. Maluku Utara","SMP","51 - 55",181
82,"Prov. Maluku Utara","SMP","56 ke atas",94
82,"Prov. Maluku Utara","SMA","30 ke bawah",330
82,"Prov. Maluku Utara","SMA","31 - 35",525
82,"Prov. Maluku Utara","SMA","36 - 40",368
82,"Prov. Maluku Utara","SMA","41 - 45",337
82,"Prov. Maluku Utara","SMA","46 - 50",231
82,"Prov. Maluku Utara","SMA","51 - 55",93
82,"Prov. Maluku Utara","SMA","56 ke atas",45
82,"Prov. Maluku Utara","SMK","30 ke bawah",202
82,"Prov. Maluku Utara","SMK","31 - 35",216
82,"Prov. Maluku Utara","SMK","36 - 40",150
82,"Prov. Maluku Utara","SMK","41 - 45",115
82,"Prov. Maluku Utara","SMK","46 - 50",99
82,"Prov. Maluku Utara","SMK","51 - 55",34
82,"Prov. Maluku Utara","SMK","56 ke atas",5
82,"Prov. Maluku Utara","SLB","30 ke bawah",3
82,"Prov. Maluku Utara","SLB","31 - 35",5
82,"Prov. Maluku Utara","SLB","36 - 40",10
82,"Prov. Maluku Utara","SLB","41 - 45",10
82,"Prov. Maluku Utara","SLB","46 - 50",8
82,"Prov. Maluku Utara","SLB","51 - 55",6
82,"Prov. Maluku Utara","SLB","56 ke atas",2
91,"Prov. Papua Barat","TK","30 ke bawah",130
91,"Prov. Papua Barat","TK","31 - 35",156
91,"Prov. Papua Barat","TK","36 - 40",113
91,"Prov. Papua Barat","TK","41 - 45",149
91,"Prov. Papua Barat","TK","46 - 50",64
91,"Prov. Papua Barat","TK","51 - 55",16
91,"Prov. Papua Barat","TK","56 ke atas",21
91,"Prov. Papua Barat","SD","30 ke bawah",567
91,"Prov. Papua Barat","SD","31 - 35",545
91,"Prov. Papua Barat","SD","36 - 40",524
91,"Prov. Papua Barat","SD","41 - 45",1417
91,"Prov. Papua Barat","SD","46 - 50",1052
91,"Prov. Papua Barat","SD","51 - 55",492
91,"Prov. Papua Barat","SD","56 ke atas",766
91,"Prov. Papua Barat","SMP","30 ke bawah",216
91,"Prov. Papua Barat","SMP","31 - 35",393
91,"Prov. Papua Barat","SMP","36 - 40",359
91,"Prov. Papua Barat","SMP","41 - 45",500
91,"Prov. Papua Barat","SMP","46 - 50",421
91,"Prov. Papua Barat","SMP","51 - 55",168
91,"Prov. Papua Barat","SMP","56 ke atas",79
91,"Prov. Papua Barat","SMA","30 ke bawah",138
91,"Prov. Papua Barat","SMA","31 - 35",252
91,"Prov. Papua Barat","SMA","36 - 40",278
91,"Prov. Papua Barat","SMA","41 - 45",237
91,"Prov. Papua Barat","SMA","46 - 50",215
91,"Prov. Papua Barat","SMA","51 - 55",64
91,"Prov. Papua Barat","SMA","56 ke atas",22
91,"Prov. Papua Barat","SMK","30 ke bawah",63
91,"Prov. Papua Barat","SMK","31 - 35",115
91,"Prov. Papua Barat","SMK","36 - 40",130
91,"Prov. Papua Barat","SMK","41 - 45",111
91,"Prov. Papua Barat","SMK","46 - 50",91
91,"Prov. Papua Barat","SMK","51 - 55",36
91,"Prov. Papua Barat","SMK","56 ke atas",15
91,"Prov. Papua Barat","SLB","30 ke bawah",
91,"Prov. Papua Barat","SLB","31 - 35",
91,"Prov. Papua Barat","SLB","36 - 40",
91,"Prov. Papua Barat","SLB","41 - 45",
91,"Prov. Papua Barat","SLB","46 - 50",
91,"Prov. Papua Barat","SLB","51 - 55",
91,"Prov. Papua Barat","SLB","56 ke atas",
94,"Prov. Papua","TK","30 ke bawah",377
94,"Prov. Papua","TK","31 - 35",334
94,"Prov. Papua","TK","36 - 40",309
94,"Prov. Papua","TK","41 - 45",329
94,"Prov. Papua","TK","46 - 50",163
94,"Prov. Papua","TK","51 - 55",61
94,"Prov. Papua","TK","56 ke atas",32
94,"Prov. Papua","SD","30 ke bawah",1330
94,"Prov. Papua","SD","31 - 35",1238
94,"Prov. Papua","SD","36 - 40",1634
94,"Prov. Papua","SD","41 - 45",3603
94,"Prov. Papua","SD","46 - 50",2852
94,"Prov. Papua","SD","51 - 55",1110
94,"Prov. Papua","SD","56 ke atas",1401
94,"Prov. Papua","SMP","30 ke bawah",550
94,"Prov. Papua","SMP","31 - 35",1027
94,"Prov. Papua","SMP","36 - 40",999
94,"Prov. Papua","SMP","41 - 45",1225
94,"Prov. Papua","SMP","46 - 50",808
94,"Prov. Papua","SMP","51 - 55",303
94,"Prov. Papua","SMP","56 ke atas",173
94,"Prov. Papua","SMA","30 ke bawah",359
94,"Prov. Papua","SMA","31 - 35",661
94,"Prov. Papua","SMA","36 - 40",566
94,"Prov. Papua","SMA","41 - 45",600
94,"Prov. Papua","SMA","46 - 50",378
94,"Prov. Papua","SMA","51 - 55",146
94,"Prov. Papua","SMA","56 ke atas",76
94,"Prov. Papua","SMK","30 ke bawah",218
94,"Prov. Papua","SMK","31 - 35",394
94,"Prov. Papua","SMK","36 - 40",409
94,"Prov. Papua","SMK","41 - 45",332
94,"Prov. Papua","SMK","46 - 50",225
94,"Prov. Papua","SMK","51 - 55",63
94,"Prov. Papua","SMK","56 ke atas",33
94,"Prov. Papua","SLB","30 ke bawah",4
94,"Prov. Papua","SLB","31 - 35",2
94,"Prov. Papua","SLB","36 - 40",4
94,"Prov. Papua","SLB","41 - 45",12
94,"Prov. Papua","SLB","46 - 50",12
94,"Prov. Papua","SLB","51 - 55",3
94,"Prov. Papua","SLB","56 ke atas",1
